Plant_name,Molecule,Canonical_SMILES,Formula,Molecular_Weight,`Heavy_atoms,Aromatic_heavy_atoms,Fraction_Csp3,Rotatable_bonds,H_bond_acceptors,H_bond_donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,SilicosIT_LogP,Consensus_LogP,ESOL_LogS,ESOL_Solubility1,ESOL_Solubility2,ESOL_Class,Ali_LogS,Ali_Solubility1,Ali_Solubility2,Ali_Class,SilicosIT_LogSw,SilicosIT_Solubility1,SilicosIT_Solubility2,SilicosIT_class,GI_absorption,BBB_permeant,Pgp_substrate,CYP1A2_inhibitor,CYP2C19_inhibitor,CYP2C9_inhibitor,CYP2D6_inhibitor,CYP3A4_inhibitor,logKp,Lipinski_violations,Ghose_violations,Veber_violations,Egan_violations,Muegge_violations,Bioavailability_Score,PAINS_alert,Brenk_alert,Leadlikeness_violations,Synthetic_Accessibility
Carica papaya,Pentaric acid,OC(C(C(=O)O)O)C(C(=O)O)O,C5H8O7,180.11,12,0,0.6,4,7,5,33.18,135.29,-2.12,-2.5,-2.76,-2.57,-2.25,-2.44,0.88,1.37E+03,7.63E+00,Highly soluble,0.2,2.87E+02,1.59E+00,Highly soluble,2.95,1.61E+05,8.95E+02,Soluble,Low,No,No,No,No,No,No,No,-9.17,0,2,0,1,2,0.56,0,0,1,3.01
Carica papaya,Phytane,CCC(CCCC(CCCC(CCCC(C)C)C)C)C,C20H42,282.55,20,0,1,13,0,0,98.25,0,4.59,9.89,7.47,7.38,7.3,7.33,-6.96,3.07E-05,1.09E-07,Poorly soluble,-9.81,4.34E-08,1.53E-10,Poorly soluble,-6.44,1.02E-04,3.62E-07,Poorly soluble,Low,No,Yes,No,No,Yes,No,No,-1,1,1,1,1,2,0.55,0,0,2,3.62
Carica papaya,Prehnitol,Cc1c(C)ccc(c1C)C,C10H14,134.22,10,6,0.4,0,0,0,46.31,0,2.42,4,2.92,4.47,3.72,3.51,-3.64,3.10E-02,2.31E-04,Soluble,-3.7,2.67E-02,1.99E-04,Soluble,-3.91,1.64E-02,1.22E-04,Soluble,Low,Yes,No,No,No,No,Yes,No,-4.28,1,1,0,0,2,0.55,0,0,2,1
Carica papaya,Pyrazine,n1ccncc1,C4H4N2,80.09,6,6,0,0,2,0,22.03,25.78,0.78,-0.26,0.48,-0.92,1.19,0.25,-0.91,9.79E+00,1.22E-01,Very soluble,0.18,1.20E+02,1.50E+00,Highly soluble,-1.53,2.35E+00,2.93E-02,Soluble,High,No,No,No,No,No,No,No,-6.97,0,3,0,0,2,0.55,0,0,1,1.34
Carica papaya,Ribonic acid,OC[C@H]([C@H]([C@H](C(=O)O)O)O)O,C5H10O6,166.13,11,0,0.8,4,6,5,32.57,118.22,0,-2.75,-2.85,-2.48,-1.92,-2,1.13,2.22E+03,1.34E+01,Highly soluble,0.82,1.10E+03,6.60E+00,Highly soluble,2.5,5.29E+04,3.18E+02,Soluble,Low,No,No,No,No,No,No,No,-9.27,0,2,0,0,2,0.56,0,0,1,2.98
Carica papaya,Sorbopyranose,OCC1(O)OC[C@@H]([C@H]([C@@H]1O)O)O,C6H12O6,180.16,12,0,1,1,6,5,35.77,110.38,0.58,-2.84,-3.22,-2.75,-1.91,-2.03,0.9,1.43E+03,7.91E+00,Highly soluble,1.08,2.16E+03,1.20E+01,Highly soluble,2.17,2.63E+04,1.46E+02,Soluble,Low,No,No,No,No,No,No,No,-9.42,0,2,0,0,2,0.55,0,0,1,3.96
Carica papaya,1-Cyclohexylbutane,CCCCC1CCCCC1,C10H20,140.27,10,0,1,3,0,0,48.07,0,2.93,5.13,3.76,4.43,3.43,3.94,-3.74,2.53E-02,1.80E-04,Soluble,-4.87,1.87E-03,1.33E-05,Moderately soluble,-2.89,1.80E-01,1.29E-03,Soluble,Low,Yes,No,No,No,No,No,No,-3.51,1,1,0,0,3,0.55,0,0,2,1.84
Carica papaya,Blekin,CC(=O)OC(COC(=O)C)COC(=O)C,C9H14O6,218.2,15,0,0.67,8,6,0,49.23,78.9,2.41,0.25,0.04,0.32,0.66,0.74,-0.82,3.28E+01,1.51E-01,Very soluble,-1.47,7.44E+00,3.41E-02,Very soluble,-0.97,2.31E+01,1.06E-01,Soluble,High,No,No,No,No,No,No,No,-7.45,0,0,0,0,0,0.55,0,1,2,2.08
Carica papaya,"12,13-Didehydrocarpaine",O=C1CCCCCCC[C@@H]2CC[C@@H](C(=N2)C)OC(=O)CCCCCCC[C@@H]2CC[C@H](O1)[C@H](C)N2,C28H48N2O4,476.69,34,0,0.89,0,6,1,146.67,76.99,4.5,5.97,5.29,3.66,4.69,4.82,-6.56,1.32E-04,2.78E-07,Poorly soluble,-7.36,2.07E-05,4.33E-08,Poorly soluble,-5.93,5.65E-04,1.19E-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-4.97,0,2,0,0,1,0.55,0,1,2,7.45
Carica papaya,Dehydrocarpaine II,O=C1CCCCCCC[C@@H]2CC[C@@H](C(=N2)C)OC(=O)CCCCCCC[C@@H]2CC[C@H](O1)C(=N2)C,C28H46N2O4,474.68,34,0,0.86,0,6,0,146.96,77.32,4.31,5.66,5.77,3.57,5.76,5.01,-6.35,2.13E-04,4.48E-07,Poorly soluble,-7.05,4.25E-05,8.95E-08,Poorly soluble,-6.14,3.44E-04,7.24E-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-5.18,0,3,0,0,1,0.55,0,1,2,7.34
Carica papaya,psi-Carpaine,O=C1CCCCCCC[C@@H]2CC[C@@H]([C@@H](N2)C)OC(=O)CCCCCCC[C@@H]2CC[C@@H](O1)C(C)N2,C28H50N2O4,478.71,34,0,0.93,0,6,2,146.37,76.66,4.63,6.29,4.8,3.75,3.63,4.62,-6.77,8.12E-05,1.70E-07,Poorly soluble,-7.69,9.81E-06,2.05E-08,Poorly soluble,-5.71,9.29E-04,1.94E-06,Moderately soluble,High,No,No,No,No,No,No,No,-4.75,0,2,0,0,1,0.55,0,1,2,6.82
Cocos nucifera L.,delta-Tocopherol,C[C@@H](CCC[C@]1(C)CCc2c(O1)c(C)cc(c2)O)CCC[C@@H](CCCC(C)C)C,C27H46O2,402.65,29,6,0.78,12,2,1,129.34,29.46,5.44,9.97,8.22,5.74,8.65,7.6,-7.98,4.23E-06,1.05E-08,Poorly soluble,-10.52,1.23E-08,3.05E-11,Insoluble,-8.41,1.56E-06,3.86E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.68,1,2,1,1,1,0.55,0,0,3,4.88
Cocos nucifera L.,beta-Tocopherol,C[C@H](CCC[C@@H](CCCC(C)C)C)CCC[C@]1(C)CCc2c(O1)c(C)cc(c2C)O,C28H48O2,416.68,30,6,0.79,12,2,1,134.31,29.46,5.86,10.33,8.53,5.94,9.2,7.97,-8.29,2.15E-06,5.16E-09,Poorly soluble,-10.89,5.38E-09,1.29E-11,Insoluble,-8.79,6.80E-07,1.63E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.51,1,3,1,1,1,0.55,0,0,3,5.06
Cocos nucifera L.,gamma-Tocopherol,C[C@@H](CCC[C@@H](CCCC(C)C)C)CCC[C@@]1(C)CCc2c(O1)c(C)c(c(c2)O)C,C28H48O2,416.68,30,6,0.79,12,2,1,134.31,29.46,5.71,10.33,8.53,5.94,9.2,7.94,-8.29,2.15E-06,5.16E-09,Poorly soluble,-10.89,5.38E-09,1.29E-11,Insoluble,-8.79,6.80E-07,1.63E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.51,1,3,1,1,1,0.55,0,0,3,5
Cocos nucifera L.,alpha-Tocopherol,C[C@@H](CCC[C@]1(C)CCc2c(O1)c(C)c(c(c2C)O)C)CCC[C@@H](CCCC(C)C)C,C29H50O2,430.71,31,6,0.79,12,2,1,139.27,29.46,6.04,10.7,8.84,6.14,9.75,8.29,-8.6,1.08E-06,2.50E-09,Poorly soluble,-11.27,2.30E-09,5.33E-12,Insoluble,-9.16,2.97E-07,6.89E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.33,1,3,1,1,1,0.55,0,0,3,5.17
Cocos nucifera L.,alpha-Tocotrienol,C/C(=C/CC[C@]1(C)CCc2c(O1)c(C)c(c(c2C)O)C)/CC/C=C(/CCC=C(C)C)\C,C29H44O2,424.66,31,6,0.59,9,2,1,137.85,29.46,5.44,9.31,8.6,5.88,9.27,7.7,-7.89,5.50E-06,1.30E-08,Poorly soluble,-9.83,6.27E-08,1.48E-10,Poorly soluble,-8.08,3.56E-06,8.38E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.28,1,3,0,1,1,0.55,0,1,3,4.63
Cocos nucifera L.,beta-Tocotrienol,C/C(=C\CC[C@]1(C)CCc2c(O1)c(C)cc(c2C)O)/CC/C=C(/CCC=C(C)C)\C,C28H42O2,410.63,30,6,0.57,9,2,1,132.88,29.46,5.44,9.31,8.29,5.88,9.27,7.7,-7.89,5.50E-06,1.30E-08,Poorly soluble,-9.83,6.27E-08,1.48E-10,Poorly soluble,-8.08,3.56E-06,8.38E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.28,1,3,0,1,1,0.55,0,1,3,4.63
Cocos nucifera L.,delta-Tocotrienol,C/C(=C\CC[C@]1(C)CCc2c(O1)c(C)cc(c2)O)/CC/C=C(/CCC=C(C)C)\C,C27H40O2,396.61,29,6,0.56,9,2,1,127.92,29.46,5.44,9.31,7.98,5.88,9.27,7.7,-7.89,5.50E-06,1.30E-08,Poorly soluble,-9.83,6.27E-08,1.48E-10,Poorly soluble,-8.08,3.56E-06,8.38E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.28,1,3,0,1,1,0.55,0,1,3,4.63
Cocos nucifera L.,delta-Tocotrienol,C/C(=C\CC[C@]1(C)CCc2c(O1)c(C)c(c(c2)O)C)/CC/C=C(/CCC=C(C)C)\C,C28H42O2,410.63,30,6,0.57,9,2,1,132.88,29.46,5.44,9.31,8.29,5.88,9.27,7.7,-7.89,5.50E-06,1.30E-08,Poorly soluble,-9.83,6.27E-08,1.48E-10,Poorly soluble,-8.08,3.56E-06,8.38E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.28,1,3,0,1,1,0.55,0,1,3,4.63
Gloriosa superba ,Colchicine,COc1c(OC)cc2c(c1OC)c1ccc(c(=O)cc1[C@H](CC2)NC(=O)C)OC,C22H25NO6,399.44,29,13,0.36,6,6,1,109.36,83.09,3.28,1.03,2.55,1.02,3.9,2.36,-2.9,5.02E-01,1.26E-03,Soluble,-2.36,1.72E+00,4.32E-03,Soluble,-6.66,8.76E-05,2.19E-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-8.01,0,0,0,0,0,0.55,0,0,1,3.87
Gloriosa superba ,Colchamine,CN[C@@H]1CCc2c(c3c1cc(=O)c(cc3)OC)c(OC)c(c(c2)OC)OC,C21H25NO5,371.43,27,13,0.38,5,6,1,104.35,66.02,3.47,1.37,2.63,1.27,3.95,2.54,-3.03,3.45E-01,9.28E-04,Soluble,-2.36,1.62E+00,4.37E-03,Soluble,-6.73,6.87E-05,1.85E-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-7.59,0,0,0,0,0,0.55,0,0,1,3.88
Gloriosa superba ,p-Coumaraldehyde,O=C/C=C/c1ccc(cc1)O,C9H8O2,148.16,11,6,0,2,2,1,43.56,37.3,1.31,1.75,1.5,1.35,1.98,1.58,-2.13,1.09E+00,7.37E-03,Soluble,-2.15,1.05E+00,7.07E-03,Soluble,-1.84,2.14E+00,1.45E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.96,0,2,0,0,1,0.55,0,2,1,1.54
Gloriosa superba ,(S)-Autumnaline,COc1cc(CC[C@@H]2N(C)CCc3c2cc(O)c(c3)OC)cc(c1OC)O,C21H27NO5,373.44,27,12,0.43,6,6,2,108.31,71.39,3.71,3.34,2.58,1.66,3.38,2.93,-4.19,2.40E-02,6.42E-05,Moderately soluble,-4.52,1.14E-02,3.05E-05,Moderately soluble,-5.22,2.23E-03,5.97E-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-6.21,0,0,0,0,0,0.55,0,0,1,3.35
Gloriosa superba ,(S)-Isoandrocymbine,COC1=CC23C[NH+](C)[C@@](CC2=CC1=O)(Cc1c3c(OC)c(c(c1)O)OC)C,C21H26NO5,372.43,27,6,0.48,3,5,2,105.95,69.43,3,2.24,0.54,-2.56,2.91,1.23,-3.53,1.11E-01,2.97E-04,Soluble,-3.33,1.73E-01,4.64E-04,Soluble,-4.4,1.49E-02,3.99E-05,Moderately soluble,High,No,Yes,Yes,No,Yes,No,No,-6.98,0,0,0,0,0,0.55,0,0,1,5.36
Gloriosa superba ,Deacetylcolchicine,COc1c(OC)cc2c(c1OC)c1ccc(c(=O)cc1[C@H](CC2)N)OC,C20H23NO5,357.4,26,13,0.35,4,6,1,99.45,80.01,3.14,1.1,2.37,1.05,3.49,2.23,-2.85,4.99E-01,1.40E-03,Soluble,-2.37,1.51E+00,4.24E-03,Soluble,-5.95,4.05E-04,1.13E-06,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-7.7,0,0,0,0,0,0.55,0,0,1,3.83
Gloriosa superba ,N-Formyldemecolcine,O=CN([C@H]1CCc2c(c3c1cc(=O)c(cc3)OC)c(OC)c(c(c2)OC)OC)C,C22H25NO6,399.44,29,13,0.36,6,6,0,109.84,74.3,3.3,1.55,2.5,1.42,3.61,2.48,-3.23,2.36E-01,5.91E-04,Soluble,-2.72,7.61E-01,1.91E-03,Soluble,-5.94,4.54E-04,1.14E-06,Moderately soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-7.64,0,0,0,0,0,0.55,0,1,1,3.9
Gloriosa superba ,O-Methylandrocymbine,COC1=C[C@@]23CCN([C@@H](C2=CC1=O)CCc1c3c(OC)c(c(c1)OC)OC)C,C22H27NO5,385.45,28,6,0.5,4,6,0,109.42,57.23,3.37,2.6,2.26,1.34,3.19,2.55,-3.76,6.66E-02,1.73E-04,Soluble,-3.45,1.36E-01,3.54E-04,Soluble,-4.76,6.65E-03,1.73E-05,Moderately soluble,High,Yes,No,No,No,Yes,Yes,Yes,-6.81,0,0,0,0,0,0.55,0,0,1,4.9
Lantana camara L.,(E)-geraniol,OC/C=C(/CCC=C(C)C)\C,C10H18O,154.25,11,0,0.6,4,1,1,50.4,20.23,2.52,3.56,2.67,2.59,2.35,2.74,-2.78,2.59E-01,1.68E-03,Soluble,-3.67,3.30E-02,2.14E-04,Soluble,-1.84,2.20E+00,1.43E-02,Soluble,High,Yes,No,No,No,No,No,No,-4.71,0,1,0,0,2,0.55,0,1,2,2.58
Lantana camara L.,linalool,C=C[C@@](CCC=C(C)C)(O)C,C10H18O,154.25,11,0,0.6,4,1,1,50.44,20.23,2.71,2.97,2.67,2.59,2.35,2.66,-2.4,6.09E-01,3.95E-03,Soluble,-3.06,1.35E-01,8.75E-04,Soluble,-1.84,2.20E+00,1.43E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.13,0,1,0,0,2,0.55,0,1,1,2.74
Lantana camara L.,beta-Caryophyllene,CC1=CCCC(=C)[C@@H]2[C@@H](CC1)C(C2)(C)C,C15H24,204.35,15,0,0.73,0,0,0,68.78,0,3.29,4.38,4.73,4.63,4.19,4.24,-3.87,2.78E-02,1.36E-04,Soluble,-4.1,1.64E-02,8.01E-05,Moderately soluble,-3.77,3.49E-02,1.71E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.44,1,0,0,0,1,0.55,0,1,2,4.51
Lantana camara L.,(E)-Nerolidol,C=C[C@@](CC/C=C(/CCC=C(C)C)\C)(O)C,C15H26O,222.37,16,0,0.6,7,1,1,74,20.23,3.64,4.83,4.4,3.86,4.21,4.19,-3.8,3.53E-02,1.59E-04,Soluble,-4.99,2.29E-03,1.03E-05,Moderately soluble,-3.15,1.56E-01,7.00E-04,Soluble,High,Yes,No,Yes,No,Yes,No,No,-4.23,0,0,0,0,1,0.55,0,1,2,3.53
Lantana camara L.,Camaranoic acid,O=C1C=C2[C@@H]3[C@@H](C)[C@H](C)CC[C@@]3(CC[C@]2([C@]2([C@H]1[C@]13CC[C@](OC1)(C([C@@H]3CC2)(C)C)O)C)C)C(=O)O,C30H44O5,484.67,35,0,0.87,1,5,2,136.12,83.83,3.13,5.28,5.61,4.45,4.85,4.66,-6.11,3.80E-04,7.85E-07,Poorly soluble,-6.79,7.85E-05,1.62E-07,Poorly soluble,-5.38,2.04E-03,4.21E-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-5.51,1,4,0,0,1,0.56,0,0,2,7.4
Lantana camara L.,Lantanoic acid,O=C1C=C2[C@@H]3CC(C)(C)CC[C@@]3(CC[C@]2([C@]2([C@H]1[C@]13CC[C@](OC1)(C([C@@H]3CC2)(C)C)O)C)C)C(=O)O,C30H44O5,484.67,35,0,0.87,1,5,2,135.86,83.83,3.17,5.43,5.75,4.45,5.25,4.81,-6.2,3.06E-04,6.31E-07,Poorly soluble,-6.95,5.48E-05,1.13E-07,Poorly soluble,-5.83,7.25E-04,1.50E-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-5.4,1,4,0,0,1,0.56,0,0,2,7.27
Lantana camara L.,Lantic acid,C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@@]23CC[C@](OC2)(C1(C)C)O)C(=O)O,C30H46O4,470.68,34,0,0.9,1,4,2,135.92,66.76,3.58,6.35,6.43,5.38,5.16,5.38,-6.69,9.55E-05,2.03E-07,Poorly soluble,-7.54,1.35E-05,2.87E-08,Poorly soluble,-5.5,1.48E-03,3.15E-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-4.66,1,3,0,1,1,0.85,0,1,2,7.34
Lantana camara L.,Ursonic acid,C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CCC(=O)C1(C)C)C(=O)O,C30H46O3,454.68,33,0,0.87,1,3,1,135.95,54.37,3.68,7.03,7.3,5.73,6.04,5.95,-7.02,4.32E-05,9.51E-08,Poorly soluble,-7.99,4.67E-06,1.03E-08,Poorly soluble,-6.37,1.95E-04,4.29E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-4.08,1,3,0,1,1,0.85,0,1,2,6.06
Lantana camara L.,Lantadene A,C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CCC(=O)C1(C)C)C(=O)O,C30H46O3,454.68,33,0,0.87,1,3,1,135.95,54.37,3.68,7.03,7.3,5.73,6.04,5.95,-7.02,4.32E-05,9.51E-08,Poorly soluble,-7.99,4.67E-06,1.03E-08,Poorly soluble,-6.37,1.95E-04,4.29E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-4.08,1,3,0,1,1,0.85,0,1,2,6.06
Momordica charantia,p-Coumaric acid,OC(=O)/C=C/c1ccc(cc1)O,C9H8O3,164.16,12,6,0,2,3,2,45.13,57.53,0.95,1.46,1.38,1.28,1.22,1.26,-2.02,1.58E+00,9.65E-03,Soluble,-2.27,8.73E-01,5.32E-03,Soluble,-1.28,8.67E+00,5.28E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.26,0,0,0,0,1,0.85,0,1,1,1.61
Momordica charantia,Benzoic acid,OC(=O)c1ccccc1,C7H6O2,122.12,9,6,0,1,2,1,33.4,37.3,1.11,1.87,1.38,1.6,1.24,1.44,-2.2,7.66E-01,6.27E-03,Soluble,-2.27,6.48E-01,5.31E-03,Soluble,-1.72,2.31E+00,1.89E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.72,0,3,0,0,1,0.85,0,0,1,1
Momordica charantia,Caffeic acid,OC(=O)/C=C/c1ccc(c(c1)O)O,C9H8O4,180.16,13,6,0,2,4,3,47.16,77.76,0.97,1.15,1.09,0.7,0.75,0.93,-1.89,2.32E+00,1.29E-02,Very soluble,-2.38,7.55E-01,4.19E-03,Soluble,-0.71,3.51E+01,1.95E-01,Soluble,High,No,No,No,No,No,No,No,-6.58,0,0,0,0,1,0.56,1,2,1,1.81
Momordica charantia,Taxifolin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](C(=O)c2c(c1)O)O,C15H12O7,304.25,22,12,0.13,1,7,5,74.76,127.45,0.71,0.95,0.86,-0.64,0.66,0.51,-2.66,6.62E-01,2.18E-03,Soluble,-3.21,1.86E-01,6.12E-04,Soluble,-2.03,2.87E+00,9.42E-03,Soluble,High,No,No,No,No,No,No,No,-7.48,0,0,0,0,0,0.55,1,1,0,3.51
Momordica charantia,Isopentenyl diphosphate,CC(=C)CCOP(=O)(OP(=O)(O)O)O,C5H12O7P2,246.09,14,0,0.6,6,7,3,48.66,132.91,0.55,-0.92,1.18,-1.45,-0.75,-0.28,-0.39,1.00E+02,4.07E-01,Very soluble,-1.39,1.01E+01,4.10E-02,Very soluble,0.68,1.18E+03,4.78E+00,Soluble,High,No,No,No,No,No,No,No,-8.45,0,0,0,1,0,0.56,0,2,1,3.66
Momordica charantia,4-hydroxybenzoic acid,Oc1ccc(cc1)C(=O)O,C7H6O3,138.12,10,6,0,1,3,2,35.42,57.53,0.85,1.58,1.09,0.99,0.74,1.05,-2.07,1.18E+00,8.52E-03,Soluble,-2.4,5.51E-01,3.99E-03,Soluble,-1.17,9.40E+00,6.81E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.02,0,3,0,0,1,0.85,0,0,1,1
Momordica charantia,Phytoene,C/C(=C\C=C/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C,C40H64,544.94,40,0,0.55,20,0,0,190.13,0,0.85,1.58,13.83,0.99,0.74,1.05,-2.07,1.18E+00,8.52E-03,Soluble,-2.4,5.51E-01,3.99E-03,Soluble,-1.17,9.40E+00,6.81E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.02,0,3,0,0,1,0.85,0,0,1,1
Momordica charantia,Geranylgeranyl diphosphate,C/C(=C\CC/C(=C/COP(=O)(OP(=O)(O)O)O)/C)/CC/C=C(/CCC=C(C)C)\C,C20H36O7P2,450.44,29,0,0.6,14,7,3,119.34,132.91,0.85,1.58,6.36,0.99,0.74,1.05,-2.07,1.18E+00,8.52E-03,Soluble,-2.4,5.51E-01,3.99E-03,Soluble,-1.17,9.40E+00,6.81E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.02,0,3,0,0,1,0.85,0,0,1,1
Momordica charantia,Catechin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.33,0.36,1.22,0.24,0.98,0.83,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Momordica charantia,Epicatechin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.47,0.36,1.22,0.24,0.98,0.85,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Momordica charantia,Naringenin,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,C15H12O5,272.25,20,12,0.13,1,5,3,71.57,86.99,1.75,2.52,2.19,0.71,2.05,1.84,-3.49,8.74E-02,3.21E-04,Soluble,-3.99,2.77E-02,1.02E-04,Soluble,-3.42,1.04E-01,3.82E-04,Soluble,High,No,Yes,Yes,No,No,No,Yes,-6.17,0,0,0,0,0,0.55,0,0,0,3.01
Momordica charantia,Mevalonic acid,OCC[C@](CC(=O)O)(O)C,C6H12O4,148.16,10,0,0.83,4,4,3,35.09,77.76,0.81,-1.04,-0.41,-0.46,-0.4,-0.3,0.16,2.14E+02,1.45E+00,Highly soluble,-0.1,1.16E+02,7.85E-01,Very soluble,0.27,2.73E+02,1.85E+00,Soluble,High,No,No,No,No,No,No,No,-7.94,0,3,0,0,1,0.56,0,0,1,2.1
Momordica charantia,alpha-Eleostearic acid,OCC[C@](CC(=O)O)(O)C,C6H12O4,148.16,10,0,0.83,4,4,3,35.09,77.76,0.81,-1.04,-0.41,-0.46,-0.4,-0.3,0.16,2.14E+02,1.45E+00,Highly soluble,-0.1,1.16E+02,7.85E-01,Very soluble,0.27,2.73E+02,1.85E+00,Soluble,High,No,No,No,No,No,No,No,-7.94,0,3,0,0,1,0.56,0,0,1,2.1
Momordica charantia,Vicine,OC[C@H]1O[C@@H](Oc2c(N)nc([nH]c2=O)N)[C@@H]([C@H]([C@@H]1O)O)O,C10H16N4O7,304.26,21,6,0.6,3,8,7,67.81,197.17,-0.28,-3.72,-3.87,-3.76,-3.01,-2.93,0.6,1.22E+03,4.02E+00,Highly soluble,0.17,4.48E+02,1.47E+00,Highly soluble,1.35,6.80E+03,2.23E+01,Soluble,Low,No,No,No,No,No,No,No,-10.8,2,1,1,1,3,0.17,0,0,0,4.59
Momordica charantia,Gallic acid,OC(=O)c1cc(O)c(c(c1)O)O,C7H6O5,170.12,12,6,0,1,5,4,39.47,97.99,0.21,0.7,0.5,-0.16,-0.2,0.21,-1.64,3.90E+00,2.29E-02,Very soluble,-2.34,7.86E-01,4.62E-03,Soluble,-0.04,1.55E+02,9.10E-01,Soluble,High,No,No,No,No,No,No,Yes,-6.84,0,2,0,0,1,0.56,1,1,1,1.22
Momordica charantia,3-O-Caffeoylquinic acid,O=C(O[C@@H]1C[C@@](O)(C[C@H]([C@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,C16H18O9,354.31,25,6,0.38,5,9,6,83.5,164.75,0.87,-0.42,-0.75,-1.05,-0.61,-0.39,-1.62,8.50E+00,2.40E-02,Very soluble,-2.58,9.42E-01,2.66E-03,Soluble,0.4,8.94E+02,2.52E+00,Soluble,Low,No,No,No,No,No,No,No,-8.76,1,1,1,1,2,0.11,1,2,1,4.16
Momordica charantia,Ferulic acid,COc1cc(/C=C/C(=O)O)ccc1O,C10H10O4,194.18,14,6,0.1,3,4,2,51.63,66.76,1.62,1.51,1.39,1,1.26,1.36,-2.11,1.49E+00,7.68E-03,Soluble,-2.52,5.86E-01,3.02E-03,Soluble,-1.42,7.43E+00,3.83E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.41,0,0,0,0,1,0.85,0,1,1,1.93
Momordica charantia,Cycloartenol,CC(=CCC[C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@@]13[C@H]2CC[C@H]2[C@]3(C1)CC[C@@H](C2(C)C)O)C)C)C,C30H50O,426.72,31,0,0.93,4,1,1,135.14,20.23,5.16,9.78,8.17,6.92,7.52,7.51,-8.38,1.77E-06,4.14E-09,Poorly soluble,-10.12,3.20E-08,7.50E-11,Insoluble,-6.87,5.77E-05,1.35E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-1.96,1,3,0,1,2,0.55,0,1,2,6.51
